Case Number,Date,Year,Month,Type,Country,Area,Location,Activity,Sex,Age,Injury,Fatal (Y/N),Time,Species,href formula
2010.02.06.R,Reported 06-Feb-2010,2010,2,Provoked,NEW ZEALAND,South Island,Cosy Nook,Spearfishing,M,UNKNOWN,"No injury, shark bit his speargun after he used it to prod the shark PROVOKED INCIDENT",N,UNKNOWN,OTHER,http://sharkattackfile.net/spreadsheets/pdf_directory/2010.02.06.R-Muilwyk.pdf
2010.02.06.b,06-Feb-10,2010,2,Unprovoked,AUSTRALIA,New South Wales,Turners' Beach,Body boarding,M,18,"No injury, shark & board collided",N,15h30,White Shark,http://sharkattackfile.net/spreadsheets/pdf_directory/2010.02.06.b-Everson.pdf
2010.02.06.a,06-Feb-10,2010,2,Provoked,USA,Florida,Riviera Beach,Surf fishing / wading,M,UNKNOWN,Leg bitten while trying to free a hooked shark PROVOKED INCIDENT,N,15h00,Spinner Shark,http://sharkattackfile.net/spreadsheets/pdf_directory/2010.02.06.a-RivieraBeach.pdf
2010.02.04,04-Feb-10,2010,2,Invalid,GUAM,Merizo,Achang Reef,Spearfishing (free diving),M,31,Shark bites were post-mortem,Y,11h00,UNKNOWN,http://sharkattackfile.net/spreadsheets/pdf_directory/2010.02.04-Duenas.pdf
2010.02.03,03-Feb-10,2010,2,Unprovoked,USA,Florida,"Stuart, Martin County",Kite Boarding,M,38,FATAL,Y,15h44,UNKNOWN,http://sharkattackfile.net/spreadsheets/pdf_directory/2010.02.03-Schafer.pdf
2010.02.01,01-Feb-10,2010,2,Provoked,NEW ZEALAND,South Island,Oreti Beach,Boogie Boarding,F,14,Stepped on shark PROVOKED INCIDENT,N,18h30,OTHER,http://sharkattackfile.net/spreadsheets/pdf_directory/12.26
2010.01.30,31-Jan-10,2010,1,Unprovoked,BRAZIL,Rio Grande Do Sul,"Atlantis Beach, near Tramandai",Surfing,M,29,Foot bitten,N,UNKNOWN,Great Hammerhead Shark,http://sharkattackfile.net/spreadsheets/pdf_directory/2010.01.30-Andrei.pdf
2010.01.27,27-Jan-10,2010,1,Unprovoked,AUSTRALIA,Queensland,Archie's Beach,Surfing,M,UNKNOWN,"No injury, surfboard bitten",N,16h30,UNKNOWN,http://sharkattackfile.net/spreadsheets/pdf_directory/2010.01.27-Ramage.pdf
2010.01.22.b,22-Jan-10,2010,1,Unprovoked,UNITED ARAB EMIRATES (UAE),Dubai,"Umm Suqeim Beach, Dubai",Surfing,M,54,Laceration to bottom of foot,N,Evening,UNKNOWN,http://sharkattackfile.net/spreadsheets/pdf_directory/2010.01.22.b-Geraghty.pdf
2010.01.22.a,22-Jan-10,2010,1,Unprovoked,AUSTRALIA,Victoria,Geelong,Surfing,M,UNKNOWN,Lacerations to right hand ,N,07h30,UNKNOWN,http://sharkattackfile.net/spreadsheets/pdf_directory/2010.01.22.a-Lockie.pdf
2010.01.12,12-Jan-10,2010,1,Unprovoked,SOUTH AFRICA,Western Province,Fish Hoek,Standing,M,37,FATAL,Y,15h15,White Shark,http://sharkattackfile.net/spreadsheets/pdf_directory/2010.01.12-Skinner.pdf
2010.01.09.d,09-Jan-10,2010,1,Unprovoked,AUSTRALIA,Torres Strait,Thursday Island,Snorkeling,F,9,2 sets of minor lacerations below her right knee,N,UNKNOWN,Oceanic Whitetip Shark,http://sharkattackfile.net/spreadsheets/pdf_directory/2010.01.09.d-Morrissey.pdf
2010.01.09.c,09-Jan-10,2010,1,Unprovoked,VIETNAM,Binh Dinh Province,Quy Nhon ,UNKNOWN,F,UNKNOWN,Minor injuries,N,UNKNOWN,UNKNOWN,http://sharkattackfile.net/spreadsheets/pdf_directory/2010.01.09.c-woman.pdf
2010.01.09.b,09-Jan-10,2010,1,Unprovoked,VIETNAM,Binh Dinh Province,Quy Nhon ,UNKNOWN,M,UNKNOWN,Right wrist bitten,N,17h00,UNKNOWN,http://sharkattackfile.net/spreadsheets/pdf_directory/2010.01.09.b-Hanh.pdf
2010.01.09.a,09-Jan-10,2010,1,Unprovoked,VIETNAM,Binh Dinh Province,Quy Nhon ,Bathing,M,UNKNOWN,Left arm bitten twice,N,06h45,UNKNOWN,http://sharkattackfile.net/spreadsheets/pdf_directory/2010.01.09.a-Tuan.pdf
2010.01.06,06-Jan-10,2010,1,Unprovoked,USA,Florida,Elliot Key,Spearfishing,M,32,Lacerations to  arm,N,10h15,UNKNOWN,http://sharkattackfile.net/spreadsheets/pdf_directory/2010.01.06-Chirino.pdf
2010.01.05,05-Jan-10,2010,1,Unprovoked,SOUTH AFRICA,Eastern Province,"Nahoon, East London",Surfing,M,UNKNOWN,"No injury, reportedly knocked of his board by a shark",N,UNKNOWN,UNKNOWN,http://sharkattackfile.net/spreadsheets/pdf_directory/2010.01.05-Nahoon-surfer.pdf
2009.12.29,29-Dec-09,2009,12,Unprovoked,SOUTH AFRICA,Eastern Cape  Province,Port Alfred,Wading,M,20,Lacerations to  left foot,N,08h30,UNKNOWN,http://sharkattackfile.net/spreadsheets/pdf_directory/2009.12.29-Bruce.pdf
2009.12.26,26-Dec-09,2009,12,Provoked,AUSTRALIA,New South Wales,Avoca Beach,Swimming,M,55,Lacerations to lower left leg after stepping on the shark                 PROVOKED INCIDENT,N,11h00,UNKNOWN,http://sharkattackfile.net/spreadsheets/pdf_directory/2009.12.26-Sojoski.pdf
2009.12.22,22-Dec-09,2009,12,Unprovoked,MOZAMBIQUE,Maputo Province,Ponta do Ouro,Swimming,M,27,Multiple lacerations to right torso & arm. Defense wounds on  hands,N,16h30,Bull Shark,http://sharkattackfile.net/spreadsheets/pdf_directory/2009.12.22-Fraser.pdf
2009.12.20.b,20-Dec-09,2009,12,Boat,AUSTRALIA,Queensland,Mudjimba Island,Kayaking,M,UNKNOWN,"No injury to occupants, kayak bumped by shark",N,11h00,UNKNOWN,http://sharkattackfile.net/spreadsheets/pdf_directory/2009.12.20.b-Queensland-Kayak.pdf
2009.12.20.a,20-Dec-09,2009,12,Unprovoked,AUSTRALIA,Queensland,Lamont Reef,Spearfishing,M,18,Lacerations to hand & forearm,N,07h30,Bull Shark,http://sharkattackfile.net/spreadsheets/pdf_directory/2009.12.20.a-Pengelly.pdf
2009.12.18,18-Dec-09,2009,12,Unprovoked,SOUTH AFRICA,Eastern Cape Province,"Second Beach, Port St. Johns",Paddling on kneeboard,M,22,FATAL,Y,14h30,UNKNOWN,http://sharkattackfile.net/spreadsheets/pdf_directory/2009.12.18.a-Nduva.pdf
2009.12.18,18-Dec-09,2009,12,Invalid,SOUTH AFRICA,KwaZulu-Natal,"North Beach, Durban",Surfing,M,UNKNOWN,"Minor lacerations to left leg. nitially reported as a shark bite, but involved a barracuda",N,UNKNOWN,Shark involvement not confirmed,http://sharkattackfile.net/spreadsheets/pdf_directory/2009.12.18.b-Morris-barracuda bite.pdf
2009.12.16,16-Dec-09,2009,12,Unprovoked,NEW ZEALAND,South Island,Clark Island,Swimming to shore from capsized kayak,M,24,FATAL,Y,UNKNOWN,White Shark,http://sharkattackfile.net/spreadsheets/pdf_directory/2009.12.16-Philips.pdf
2009.12.13,13-Dec-09,2009,12,Unprovoked,AUSTRALIA,New South Wales,Coffee Head,Surfing,M,39,Laceration to big toe,N,07h00,UNKNOWN,http://sharkattackfile.net/spreadsheets/pdf_directory/2009.12.13-Hughes.pdf
2009.12.12,12-Dec-09,2009,12,Boat,AUSTRALIA,New South Wales,Hawks Nest Beach,Rowing,UNKNOWN,UNKNOWN,No injury to occupants; shark bit steering oar,N,07h30,White Shark,http://sharkattackfile.net/spreadsheets/pdf_directory/2009.12.12-Ross-boat.pdf
2009.12.06,05-Dec-09,2009,12,Provoked,USA,New Jersey,"Adventure Aquarium, Camden",Diving,M,58,Lacerations & puncture wounds to right calf & ankle when diver accidentally backed into the shark  PROVOKED INCIDENT,N,13h00,Sand Tiger Shark,http://sharkattackfile.net/spreadsheets/pdf_directory/2009.12.06-Large.pdf
2009.11.25,25-Nov-09,2009,11,Invalid,USA,California,"Huntington Beach, Orange County",Surfing,M,49,Puncture wounds to right foot,N,15h30,Shark involvement not confirmed,http://sharkattackfile.net/spreadsheets/pdf_directory/2009.11.25-Hall.pdf
2009.11.24,24-Nov-09,2009,11,Unprovoked,USA,Florida,"Lori Wilson Park, Cocoa Beach, Brevard County",Wading,M,10,Left foot bitten,N,Morning,OTHER,http://sharkattackfile.net/spreadsheets/pdf_directory/2009.11.24-Gollighugh.pdf
2009.11.16.b,16-Nov-09,2009,11,Unprovoked,USA,California,"Loch Lomond, Marin County",Fishing,M,31,Puncture wounds and minor lacerations to dorsal surface of his left hand,N,16h45,Thresher shark,http://sharkattackfile.net/spreadsheets/pdf_directory/2009.11.16.b-White.pdf
2009.11.16.a,16-Nov-09,2009,11,Unprovoked,USA,Florida,"Jupiter, Palm Beach County",Surfing,M,22,Foot bitten,N,09h30,UNKNOWN,http://sharkattackfile.net/spreadsheets/pdf_directory/2009.11.16.a-Burdelski.pdf
2009.11.13,13-Nov-09,2009,11,Unprovoked,USA,Florida,"Jupiter, Palm Beach County",Surfing,F,27,Foot bitten,N,16h30,UNKNOWN,http://sharkattackfile.net/spreadsheets/pdf_directory/2009.11.13-Hardcastle.pdf
2009.11.11,11-Nov-09,2009,11,Unprovoked,USA,Florida,"New Smyrna Beach, Volusia County",Surfing,M,18,Foot bitten,N,Afternoon,OTHER,http://sharkattackfile.net/spreadsheets/pdf_directory/2009.11.11-NewSmyrnaBeach.pdf
2009.11.08,08-Nov-09,2009,11,Unprovoked,AUSTRALIA,South Australia,Second Valley,Kayaking,M,25,Ankle bitten,N,10h30,OTHER,http://sharkattackfile.net/spreadsheets/pdf_directory/2009.11.08-Brougham.pdf
2009.11.05,05-Nov-09,2009,11,Unprovoked,USA,California,"Davenport, Santa Cruz County",Surfing,M,21,"No injury, board broken in half",N,Dusk,UNKNOWN,http://sharkattackfile.net/spreadsheets/pdf_directory/2009.11.05-Geiselman.pdf
2009.10.30,30-Oct-09,2009,10,Unprovoked,AUSTRALIA,Victoria,Portland,Kayaking,M,27,"No injury, shark bit kayak",N,Morning,White Shark,http://sharkattackfile.net/spreadsheets/pdf_directory/2009.10.30-Gadsden.pdf
2009.10.29.R,Reported 29-Oct-2009,2009,10,Unprovoked,MOZAMBIQUE,Inhambane Province,Off Vilanculo,Spearfishing,M,UNKNOWN,Left ankle & foot bitten,N,UNKNOWN,Bull Shark,http://sharkattackfile.net/spreadsheets/pdf_directory/2009.10.29.R-Rogotzki.pdf
2009.10.28,28-Oct-09,2009,10,Unprovoked,AUSTRALIA,New South Wales,Lennox Heads,Paddle-boarding,F,17,"No injury, shark bit rear of paddleboard",N,07h00,UNKNOWN,http://sharkattackfile.net/spreadsheets/pdf_directory/2009.10.28-Lowe.pdf
2009.10.24,24-Oct-09,2009,10,Unprovoked,USA,California,"San Onofre, San Diego County ",Surfing,M,UNKNOWN,"3 puncture wounds to big toe of left foot, and laceration on arch of foot",N,17h30,UNKNOWN,http://sharkattackfile.net/spreadsheets/pdf_directory/2009.10.24-Scott-Barton.pdf
2009.10.19,19-Oct-09,2009,10,Unprovoked,USA,Hawaii,"Kalama Park, Maui",Surfing,M,54,Bitten on upper right thigh & right ankle,N,06h00,OTHER,http://sharkattackfile.net/spreadsheets/pdf_directory/2009.10.19-Henrich.pdf
2009.10.18,18-Oct-09,2009,10,Unprovoked,PANAMA,Bocas,Playa La Caba�a ,Wading,F,10,Arm & torso bitten,N,18h30,UNKNOWN,http://sharkattackfile.net/spreadsheets/pdf_directory/2009.10.18-Panama.pdf
2009.10.17,17-Oct-09,2009,10,Provoked,SCOTLAND,Fife,Deep Sea World Aquarium,Diving,M,23,15-20 puncture wounds to arm by captive shark  PROVOKED INCIDENT ,N,14h45,Angel shark,http://sharkattackfile.net/spreadsheets/pdf_directory/2009.10.17-DeepSeaWorld.pdf
2009.10.14.R,Reported 14-Oct-2009,2009,10,Unprovoked,AUSTRALIA,Western Australia,UNKNOWN,Diving,M,23,Severe lacerations to lower right leg,N,UNKNOWN,Bull Shark,http://sharkattackfile.net/spreadsheets/pdf_directory/2009.10.14.R-Bowen.pdf
2009.10.09,09-Oct-09,2009,10,Unprovoked,USA,California,"San Onofre State Beach, San Diego County",Surfing,M,UNKNOWN,Laceration to shin of left leg,N,11h00,UNKNOWN,http://sharkattackfile.net/spreadsheets/pdf_directory/2009.10.09-Wagor.pdf
2009.10.02,02-Oct-09,2009,10,Provoked,UNITED KINGDOM,Devon,Mewstone Rock,Fishing,M,39,Injury to forearm from shark's spine PROVOKED INCIDENT ,N,12h50,Dogfish Shark,http://sharkattackfile.net/spreadsheets/pdf_directory/2009.10.02-UK.pdf
2009.09.26,26-Sep-09,2009,9,Unprovoked,USA,Florida,"Key Colony Beach, Monroe County",Swimming,M,UNKNOWN,Laceration to right foot,N,17h30,Bull Shark,http://sharkattackfile.net/spreadsheets/pdf_directory/2009.09.26-Callahan.pdf
2009.09.18,18-Sep-09,2009,9,Unprovoked,VIETNAM,UNKNOWN,UNKNOWN,UNKNOWN,M,UNKNOWN,Lower right leg bitten,N,UNKNOWN,UNKNOWN,http://sharkattackfile.net/spreadsheets/pdf_directory/2009.09.18-Vinh.pdf
2009.09.15,15-Sep-09,2009,9,Provoked,SOMALIA,UNKNOWN,300 miles off the coast ,Fishing,M,UNKNOWN,Arm bitten PROVOKED INCIDENT ,N,UNKNOWN,UNKNOWN,http://sharkattackfile.net/spreadsheets/pdf_directory/2009.09.15-SpanishSailor.pdf
2009.09.13,13-Sep-09,2009,9,Provoked,BRAZIL,Pernambuco,"Piedade, Recife",UNKNOWN,M,34,Cause of death was drowning; his remains were scavenged by sharks,Y,UNKNOWN,UNKNOWN,http://sharkattackfile.net/spreadsheets/pdf_directory/2009.09.13-Monteiro.pdf
2009.09.12,12-Sep-09,2009,9,Invalid,USA,North Carolina,"Corolla, Currituck County",Swimming,M,60,FATAL,Y,21h00,Shark involvement not confirmed,http://sharkattackfile.net/spreadsheets/pdf_directory/2009.09.12-Snead.pdf
2009.09.07,07-Sep-09,2009,9,Unprovoked,BRAZIL,Pernambuco,"Piedade, Recife","Swimming, attempting to rescue a girl  believed to be drowning",M,15,FATAL,Y,Afternoon,UNKNOWN,http://sharkattackfile.net/spreadsheets/pdf_directory/2009.09.07-Barbosa.pdf
2009.09.02,02-Sep-09,2009,9,Invalid,NEVIS,UNKNOWN,Castle Beach,Swimming,M,UNKNOWN,Death was due to drowning. Two days later his remains were recovered from a 12' tiger shark,Y,UNKNOWN,UNKNOWN,http://sharkattackfile.net/spreadsheets/pdf_directory/2009.09.02-Mills.pdf
2009.09.01,01-Sep-09,2009,9,Provoked,SOLOMON ISLANDS,Makira-Ulawa Province,"Kirakira, Makira Island (formerly San Cristobal)",Fishing,M,UNKNOWN,Injuries to face & neck PROVOKED INCIDENT,N,UNKNOWN,UNKNOWN,http://sharkattackfile.net/spreadsheets/pdf_directory/2009.09.01-Kirakira.pdf
2009.08.30,30-Aug-09,2009,8,Unprovoked,USA,California,"Huntington Beach, Orange County",Surfing,M,UNKNOWN,No injury,N,18h30,OTHER,http://sharkattackfile.net/spreadsheets/pdf_directory/2009.08.30-Hedgepeth.pdf
2009.08.29,29-Aug-09,2009,8,Unprovoked,SOUTH AFRICA,Western Cape Province,Glentana,Surfing,M,25,FATAL,Y,15h30,White Shark,http://sharkattackfile.net/spreadsheets/pdf_directory/2009.08.29-VanZyl.pdf
2009.08.25,25-Aug-09,2009,8,Unprovoked,USA,California,"Terramar Beach, Carlsbad, San Diego County",Swimming,F,22,Puncture wounds to left foot & calf,N,16h30,White Shark,http://sharkattackfile.net/spreadsheets/pdf_directory/2009.08.25-Edmund.pdf
2009.08.11,11-Aug-09,2009,8,Unprovoked,SOUTH AFRICA,KwaZulu-Natal,Alkantstrand ,Body boarding,M,UNKNOWN,"No injury, shark bit bodyboard",N,Lunchtime,White Shark,http://sharkattackfile.net/spreadsheets/pdf_directory/2009.08.11-Nagel.pdf
2009.08.10,10-Aug-09,2009,8,Unprovoked,USA,Florida,"Ponce, Volusia County",Swimming,M,26,Puncture marks on left foot,N,19h00,UNKNOWN,http://sharkattackfile.net/spreadsheets/pdf_directory/2009.08.10-Volusia.pdf
2009.08.06,06-Aug-09,2009,8,Unprovoked,USA,Hawaii,Kawa'a ,Surfing,M,UNKNOWN,"No injury, surfboard bitten",N,08h45,Tiger Shark,http://sharkattackfile.net/spreadsheets/pdf_directory/2009.08.06-Crawford.pdf
2009.08.01,01-Aug-09,2009,8,Unprovoked,USA,Louisiana,"Curlew Island, Breton Sound",Wade Fishing,M,56,Right ankle & foot bitten,N,10h00,Bull Shark,http://sharkattackfile.net/spreadsheets/pdf_directory/2009.08.01-Haynes.pdf
2009.07.31,31-Jul-09,2009,7,Unprovoked,BAHAMAS,Abaco Islands,Spanish Cay,Spearfishing,M,14,Lacerations to calf,N,UNKNOWN,Bull Shark,http://sharkattackfile.net/spreadsheets/pdf_directory/2009.07.31-Mitchell.pdf
2009.07.30,30-Jul-09,2009,7,Unprovoked,AUSTRALIA,New South Wales,Broken Head,Surfing,M,14,Left forearm grazed & puncture marks in wetsuit,N,06h15,UNKNOWN,http://sharkattackfile.net/spreadsheets/pdf_directory/2009.07.30-Skyring.pdf
2009.07.29,29-Jul-09,2009,7,Unprovoked,VIETNAM,Binh Dinh Province,Quy Nhon ,Swimming,F,41,Foot bitten,N,17h30,UNKNOWN,http://sharkattackfile.net/spreadsheets/pdf_directory/2009.07.29-Hong.pdf
2009.07.24.R,Reported 24-Jul-2009,2009,7,Unprovoked,KENYA,Mombasa,Likoni Channel,Washing his feet,M,UNKNOWN,FATAL,Y,UNKNOWN,UNKNOWN,http://sharkattackfile.net/spreadsheets/pdf_directory/2009.07.24.R-Likoni.pdf
2009.07.24.b,24-Jul-09,2009,7,Unprovoked,USA,Texas,South Padre Island,Wading,F,14,Lacerations to anterior left lower leg,N,Afternoon,UNKNOWN,http://sharkattackfile.net/spreadsheets/pdf_directory/2009.07.24.b-Casas.pdf
2009.07.24.a,24-Jul-09,2009,7,Invalid,SPAIN,Catalunya,Sant Salvador,Swimming,F,11,Laceration to left foot,N,10h15,Shark involvement not confirmed,http://sharkattackfile.net/spreadsheets/pdf_directory/2009.07.24.a-Spain.pdf
2009.07.22.b,22-Jul-09,2009,7,Unprovoked,USA,North Carolina,Holden Beach. Brunswick County,Swimming,F,26,Laceration to left foot,N,15h00,UNKNOWN,http://sharkattackfile.net/spreadsheets/pdf_directory/2009.07.22.b-Mittleberg.pdf
2009.07.22.a,22-Jul-09,2009,7,Unprovoked,USA,Florida,"Intracoastal Waterway,      St. Petersburg",Swimming,F,19,Laceration to lower right leg,N,15h00,UNKNOWN,http://sharkattackfile.net/spreadsheets/pdf_directory/2009.07.22.a-JennaJames.pdf
2009.07.18,18-Jul-09,2009,7,Unprovoked,VIETNAM,Binh Dinh Province,Quy Nhon ,Swimming,M,57,Severe bite to right leg,N,UNKNOWN,UNKNOWN,http://sharkattackfile.net/spreadsheets/pdf_directory/2009.07.18-Haynh.pdf
2009.07.11.b,11-Jul-09,2009,7,Provoked,BAHAMAS,UNKNOWN,UNKNOWN,Spearfishing,M,UNKNOWN,Leg bitten by shark that had been shot in the head by another diver PROVOKED INCIDENT,N,UNKNOWN,,http://sharkattackfile.net/spreadsheets/pdf_directory/2009.07.11.b-Cooper.pdf
2009.07.11.a,11-Jul-09,2009,7,Unprovoked,USA,California,"San Onofre, San Diego County ",Paddle-surfing,M,UNKNOWN,"No injury, shark collided with surfer & board",N,08h30,OTHER,http://sharkattackfile.net/spreadsheets/pdf_directory/2009.07.11.a-Hovnanian.pdf
2009.07.07,07-Jul-09,2009,7,Unprovoked,SOUTH AFRICA,Western Cape Province,"Jogensfontein, Stilbaai",Surfing,M,37,Leg bitten,N,11h15,UNKNOWN,http://sharkattackfile.net/spreadsheets/pdf_directory/2009.07.07-Buckley.pdf
2009.07.05,05-Jul-09,2009,7,Unprovoked,USA,Florida,"Daytona Beach, Volusia County",Boogie Boarding,F,12,Right ankle bitten,N,16h00,UNKNOWN,http://sharkattackfile.net/spreadsheets/pdf_directory/2009.07.05-Daytona.pdf
2009.07.04,04-Jul-09,2009,7,Provoked,USA,Florida,"Biscayne National Park, Miami",Swimming,F,43,Thigh injured by hooked shark PROVOKED INCIDENT,N,15j45,Nurse Shark,http://sharkattackfile.net/spreadsheets/pdf_directory/2009.07.04-Miami.pdf
2009.06.27,27-Jun-09,2009,6,Unprovoked,AUSTRALIA,New South Wales,"Seven Mile Beach, Gerroa",Surfing,M,52,2-inch laceration to upper left arm,N,08h45,Bronze Whaler Shark,http://sharkattackfile.net/spreadsheets/pdf_directory/2009.06.27-Wade.pdf
2009.06.21,21-Jun-09,2009,6,Invalid,USA,California,"Shell Beach, San Luis Obispo County",Surfing,M,26,Puncture wounds to foot,N,UNKNOWN,Shark involvement not confirmed,http://sharkattackfile.net/spreadsheets/pdf_directory/2009.06.21-California.pdf
2009.06.16,16-Jun-09,2009,6,Invalid,USA,Florida,"Melbourne Beach, Brevard County",Crawling,M,14,2-inch laceration to upper left arm,N,17h30,Shark involvement not confirmed,http://sharkattackfile.net/spreadsheets/pdf_directory/2009.06.16-Crowley.pdf
2009.06.14.R,Reported 14-Jun-2009,2009,6,Provoked,VIETNAM,UNKNOWN,UNKNOWN,Fishing for sharks,M,UNKNOWN,Hand bitten by hooked shark PROVOKED INCIDENT,N,UNKNOWN,White Shark,http://sharkattackfile.net/spreadsheets/pdf_directory/2009.06.14.R-Quy.pdf
2009.06.02.b,02-Jun-09,2009,6,Unprovoked,EGYPT,St. Johns Reef,Habili Gafar,Scuba diving,M,UNKNOWN,Lacerations to left hand,N,UNKNOWN,Oceanic Whitetip Shark,http://sharkattackfile.net/spreadsheets/pdf_directory/2009.06.02.b-Nil.pdf
2009.06.02.a,02-Jun-09,2009,6,Unprovoked,EGYPT,St. Johns Reef,Habili Gafar,Scuba diving,M,UNKNOWN,3 cm laceration to shoulder,N,UNKNOWN,Oceanic Whitetip Shark,http://sharkattackfile.net/spreadsheets/pdf_directory/2009.06.02.a-Luc.pdf
2009.06.01,01-Jun-09,2009,6,Unprovoked,EGYPT,St. Johns Reef,Habili Gafar,Snorkeling,F,50,FATAL,Y,Morning,Oceanic Whitetip Shark,http://sharkattackfile.net/spreadsheets/pdf_directory/2009.06.01-Tipio.pdf
2009.05.31,31-May-09,2009,5,Provoked,TAIWAN,Off Green Island,Onboard the fishing vessel Chin Sheng Fa 13  ,Fishing,M,46,Lacerations to knee & left lower leg by electrocuted captive shark PROVOKED INCIDENT,N,20h30,OTHER,http://sharkattackfile.net/spreadsheets/pdf_directory/2009.05.31-Sangian.pdf
2009.05.25,25-May-09,2009,5,Provoked,USA,Florida,"Clearwater Beach, Pinellas County",Swimming,M,UNKNOWN,Right foot bitten,N,20h30,OTHER,http://sharkattackfile.net/spreadsheets/pdf_directory/2009.05.25-Joseph.pdf
2009.05.17,17-May-09,2009,5,Unprovoked,USA,Florida,"New Smyrna Beach, Volusia County",Surfing,M,31,Lacerations to left leg & foot,N,09h35,Blacktip Shark,http://sharkattackfile.net/spreadsheets/pdf_directory/2009.05.17-Provido.pdf
2009.05.16.b,16-May-09,2009,5,Unprovoked,USA,Florida,"New Smyrna Beach, Volusia County",Surfing,M,49,Lacerations to right foot,N,10h27,Blacktip Shark,http://sharkattackfile.net/spreadsheets/pdf_directory/2009.05.16.b-Heath.pdf
2009.05.16.a,16-May-09,2009,5,Unprovoked,USA,Florida,"New Smyrna Beach, Volusia County",Surfing,M,55,Lacerations to right hand,N,10h16,Blacktip Shark,http://sharkattackfile.net/spreadsheets/pdf_directory/2009.05.16.a-Bryant.pdf
2009.05.12,12-May-09,2009,5,Provoked,GUAM,North Region,Ritidian Point,Spearfishing,M,27,Speared shark bit his forearm PROVOKED INCIDENT,N,Afternoon,Blacktip Shark,http://sharkattackfile.net/spreadsheets/pdf_directory/2009.05.12-Guerrero.pdf
2009.05.06,06-Mar-09,2009,5,Provoked,BAHAMAS,Exuma Islands,UNKNOWN,Spearfishing,M,48,Lacerations to right forearm after he poked the shark with his spear PROVOKED INCIDENT ,N,UNKNOWN,OTHER,http://sharkattackfile.net/spreadsheets/pdf_directory/2009.05.06-Hernandez.pdf
2009.04.28,28-Apr-09,2009,4,Unprovoked,USA,Florida,"St. Augustine, St. John's County",UNKNOWN,F,UNKNOWN,Multiple lacerations to right foot & ankle,N,16h45,UNKNOWN,http://sharkattackfile.net/spreadsheets/pdf_directory/2009.04.28-Alicia.pdf
2009.04.25.R,Reported 25-Apr-2009,2009,4,Unprovoked,USA,California,"San Onofre State Beach, San Diego County",Surfing,M,UNKNOWN,No injury,N,10h00,UNKNOWN,http://sharkattackfile.net/spreadsheets/pdf_directory/2009.04.25.R-Senner.pdf
2009.04.21,21-Apr-09,2009,4,Unprovoked,USA,Florida,"New Smyrna Beach, Volusia County",Surfing,M,20,3 puncture wounds to posterior right ankle,N,Late afternoon,UNKNOWN,http://sharkattackfile.net/spreadsheets/pdf_directory/2009.04.21-NSB.pdf
2009.04.20,20-Apr-09,2009,4,Unprovoked,PHILIPPINES,Batangas province,Mabini,Swimming,M,23,Legs bitten,N,500,UNKNOWN,http://sharkattackfile.net/spreadsheets/pdf_directory/2009.04.20-Perez.pdf
